"hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","hashtags/20","hashtags/21","hashtags/22","hashtags/23","hashtags/24","hashtags/25","hashtags/26","hashtags/27","hashtags/28","hashtags/29","hashtags/30","hashtags/31","hashtags/32","url","videoPlayCount","likesCount","commentsCount","timestamp"
"fromtherivertothesea","ceasefirenow","fromtherivertotheseapalestinewillbefree","frittpalestina","freepalestine","freegaza","aksjonsstemmerforpalestina","istandwithpalestine","norgemågjøremer","boycottisrael","israel","israelutaveurovision","usa","biden","poetry","picoftheday","fyp","godblessamerica","god","godisgood",,,,,,,,,,,,,,"https://www.instagram.com/p/C4qzV3pqw2j/",,"1","0","2024-03-18T20:20:17.000Z"
"قرآن","سورة","صلاة","استغفار","استغفر_الله_واتوب_إليه_استغفر_الله_العظيم","استغفر_الله","الله_اكبر","سبحان_الله","اكسبلور","ذكر_الله_هو_الأجمل","اذكار","لا_اله_الا_الله","فلسطين","فلسطين_حرة","فلسطين🇵🇸","فلسطين_قضيتي","فلسطينيه","freepalestine","free_palestine","freepalestine🇵🇸","palastine","palastine🇵🇸","palastineunderattack","فلسطين_لنا","فلسطين_حره","فلسطين_تحت_القصف","فلسطين_قضيتي🇵🇸",,,,,,,"https://www.instagram.com/p/C4qxqPfA4GK/",,"2","0","2024-03-18T20:05:35.000Z"
"SaveGaza","savepalestine","GazaStarvingGazze",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qwj-4g-Jt/",,"0","0","2024-03-18T19:56:02.000Z"
"AHRC","AHRCUSA","Gaza","Isreal","Genocide","EthnicCleansing","WarCrimes","WhiteHouse","UnitedNations","CeaseFireNow","Starvation","Palestine","WestBank","ICJ","Rafah","CrimesAgainstHumanity","CrimesAgainstChildren","Immoral","PendingJustice","Elections2024","ramadan",,,,,,,,,,,,,"https://www.instagram.com/p/C4q6GvExB5F/",,"0","0","2024-03-18T21:19:23.000Z"
"AHRC","AHRCUSA","Gaza","Isreal","Genocide","EthnicCleansing","WarCrimes","WhiteHouse","UnitedNations","CeaseFireNow","Starvation","Palestine","WestBank","ICJ","Rafah","CrimesAgainstHumanity","CrimesAgainstChildren","Immoral","PendingJustice","Elections2024","ramadan",,,,,,,,,,,,,"https://www.instagram.com/p/C4q6Fe6xbrO/",,"0","0","2024-03-18T21:19:12.000Z"
"islam❤️","hijabi","niqabis🤍","ramadankareem🌙","allahﷻ","tahajjudprayer✨","5dailyprayers🤗","fivepillarsofislam🌟💛","freepalestine🇵🇸","ceasefirenow🇵🇸‼️‼️‼️‼️",,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qwf6eNnvO/",,"0","0","2024-03-18T19:55:26.000Z"
"AHRC","AHRCUSA","Gaza","Isreal","Genocide","EthnicCleansing","WarCrimes","WhiteHouse","UnitedNations","CeaseFireNow","Starvation","Palestine","WestBank","ICJ","Rafah","CrimesAgainstHumanity","CrimesAgainstChildren","Immoral","PendingJustice","Elections2024","ramadan",,,,,,,,,,,,,"https://www.instagram.com/p/C4q6EXjRh2I/",,"0","0","2024-03-18T21:19:03.000Z"
"freepalestine🇵🇸","ceasefirenow🇵🇸","stopgenocideingaza🇵🇸","stopisraeliapartheid","stopisraelterrorism","genocide","ethniccleansing","alshifa",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qwfdMyrTU/",,"0","0","2024-03-18T19:55:22.000Z"
"ramadan2024","gazaunderattack","gaza","palestine","starvation","savegaza","savethechildren","savepalestine","famine","FlourMassacre","flourmassacreingaza","israeligenocide","israeliattack","GenocidalWar","usfundedgenocide","endtheoccupation","ceasfirenow","israel","endthezionism","PalestiniansLivesMatter","palestinewillbefree",,,,,,,,,,,,,"https://www.instagram.com/p/C4qvndJSL9B/",,"9","0","2024-03-18T19:47:43.000Z"
"freepalestine🇵🇸","hziyechforever♥️","hziyech","dimamaghrib","morocco🇲🇦","lions","ziyech22❤👑","ziyech7","ziyechfans","tanzania","حكيم_زياش","المغرب_العربي","فلسطين🇵🇸","زياش_فخر_العرب","كرة_القدم","hz22💉❤️🇲🇦","hz22🇲🇦","ramadanmubarak",,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qw2tkNEPI/",,"22","0","2024-03-18T19:58:33.000Z"
"jokowilengser...","freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qvg0YBfDE/",,"1","0","2024-03-18T19:46:49.000Z"
"great","gesture","islamabad","palestine","flags","heartfelt",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4q6DIOo3Hq/",,"0","0","2024-03-18T21:18:53.000Z"
"AHRC","AHRCUSA","Gaza","Isreal","Genocide","EthnicCleansing","WarCrimes","WhiteHouse","UnitedNations","CeaseFireNow","Starvation","Palestine","WestBank","ICJ","Rafah","CrimesAgainstHumanity","CrimesAgainstChildren","Immoral","PendingJustice","Elections2024","ramadan",,,,,,,,,,,,,"https://www.instagram.com/p/C4q6DMFxUKN/",,"0","0","2024-03-18T21:18:53.000Z"
"westandwithpalestine","freepalestine","djazair","djazairia","algerian","norwegian","savegaza",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qvKn7Iqpd/",,"26","2","2024-03-18T19:43:47.000Z"
"artragevitae","canvaapp","entrañas","abstracto","arteabstacto","pinturadeacción","sangre","guerra","paz","peace","war","abstractart","abstract","arteemocional","rusia","angustia","miedo","libertad","freegaza",,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qxo7Lrzxj/",,"17","1","2024-03-18T20:05:24.000Z"
"like","post","fowers","cute","love","cat","jewelry","freepalestine🇵🇸","instagram","followforfollowback","art","photography",,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qvKxuCmO0/",,"5","0","2024-03-18T19:43:48.000Z"
"AHRC","AHRCUSA","Gaza","Isreal","Genocide","EthnicCleansing","WarCrimes","WhiteHouse","UnitedNations","CeaseFireNow","Starvation","Palestine","WestBank","ICJ","Rafah","CrimesAgainstHumanity","CrimesAgainstChildren","Immoral","PendingJustice","Elections2024","ramadan",,,,,,,,,,,,,"https://www.instagram.com/p/C4q6CHUR_4D/",,"0","0","2024-03-18T21:18:45.000Z"
"palestine","freepalestine","israel","gaza","northgaza","savegaza","politics","news","media","history","breaking","jewish","islam","muslim","uk","usa","arab","jordan","uae","Lebanon","ceasefire","ceasefirenow","ICJ","southafrica","ramadan",,,,,,,,,"https://www.instagram.com/p/C4qwB1du9at/",,"165","0","2024-03-18T19:51:19.000Z"
"tahajudreminder","tahajjudprayer","tawakul","tahajud","trustallah","#spiritualjourney","ghaza","freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qu24TNPlz/",,"0","0","2024-03-18T19:41:05.000Z"
"SaveGaza","SaveTheChildren","savepalestine","FreePalestine","FreePalestineGaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qu0_vol7H/",,"0","0","2024-03-18T19:40:56.000Z"
"فلسطين","غزة","تبرع","صدقة","gaza","palastine🇵🇸","palästina","freegaza","gaza_under_attack","غزّة","غزة_تقاوم",,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qxTFHMfDN/",,"0","0","2024-03-18T20:02:25.000Z"
"mir","mîr","miralay","rütbe","freegaza","freepalestine","KillerUSA","killerIsrael","ISREALTERRORIST","USAterrorist","genocideingaza","babykillerisrael","babykillerUSA","gazaalone",,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qxVjdoOo0/",,"3","0","2024-03-18T20:02:45.000Z"
"🍉🍉🍉","🍉🍉","ceasefirenow","ceasefire","palestineinstagram","palestinians","communitysupport","childrenofgaza","savegaza","freepalestine","humanrights","projectwatermelon","evacuation","plantsofinstagram","plantstagram","plants","iloveplants","plantnursery","planter","i$r","PalestinianHolocaust","freepalesti̇ne",,,,,,,,,,,,"https://www.instagram.com/p/C4quuwQi-3J/",,"8","3","2024-03-18T19:39:59.000Z"
"islam","muslim","tawakal","Allah","friday","ramadan","palestine","freepalestine","quran","dailydhikr",,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4q6CEXMuf3/",,"1","0","2024-03-18T21:18:44.000Z"
"stopgenocideingaza","stopgenocideingaza🇵🇸","freepalestine🇵🇸","openrafahborder","saverafah","gaza","palestine","boykot","isralterror","israelterrorists","israelkillskids","israelterroriststate",,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4quYjHNVwr/",,"1","0","2024-03-18T19:36:57.000Z"
"فلسطين","غزة","تبرع","صدقة","gaza","palastine🇵🇸","palästina","freegaza","gaza_under_attack","غزّة","غزة_تقاوم",,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qxO4Psui-/",,"0","0","2024-03-18T20:01:51.000Z"
"soulofmysoul","freepalastine🇵🇸","savegaza","savegaza🇵🇸","saverafah","endtheoccupation🇵🇸","endapartheid",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4quol0p_V_/",,"1","0","2024-03-18T19:39:08.000Z"
"AHRC","AHRCUSA","Gaza","Isreal","Genocide","EthnicCleansing","WarCrimes","WhiteHouse","UnitedNations","CeaseFireNow","Starvation","Palestine","WestBank","ICJ","Rafah","CrimesAgainstHumanity","CrimesAgainstChildren","Immoral","PendingJustice","Elections2024","ramadan",,,,,,,,,,,,,"https://www.instagram.com/p/C4q5_xRx_tr/",,"0","0","2024-03-18T21:18:25.000Z"
"AHRC","AHRCUSA","Gaza","Isreal","Genocide","EthnicCleansing","WarCrimes","WhiteHouse","UnitedNations","CeaseFireNow","Starvation","Palestine","WestBank","ICJ","Rafah","CrimesAgainstHumanity","CrimesAgainstChildren","Immoral","PendingJustice","Elections2024","ramadan",,,,,,,,,,,,,"https://www.instagram.com/p/C4q6AwbRFpb/",,"0","0","2024-03-18T21:18:34.000Z"
"freepalestine","savegaza","🇵🇸❤️","🇵🇸","🍉","🍉🍉🍉","gaza","ceasefire","palestine",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4q1Jc5AXGU/",,"1","0","2024-03-18T20:36:03.000Z"
"sanctionisraelnow","sanctionisraelforwarcrimes","sanctionisraelandusa","genocideisnotselfdefense","feednorthgaza🇵🇸","northgazaneedsfood","northgazastarving","northgazaneedsupplies","northgazaneedshelp","israelisdisgusting","israelisdisgustinglyinfestedwithinstitutionalracismandislamophobia","alleyesonrafah","alleyesonnorthgaza","alleyesonpalestine","silenceisviolence","savegaza","gazachildrenunderattack","nochildshouldsuffer","palestinianchildren","palestinianchildrenlivesmatter","israelisstarvinggaza","gazachildrenaresuffering","palestiniansarebeingstarved","palestiniansareourbrothersandsisters","palestiniansarenativepeoplefightingagainstoppressionandoccupation🇵🇸","isrealiscommittinggenocide","israeliscommitingwarcrimeswithamericantaxdollars","israeliscommittingwarcrimes","israeldoesntwantpeacewithpalestine",,,,,"https://www.instagram.com/p/C4quW4usxNL/",,"0","0","2024-03-18T19:36:43.000Z"
"gaza","ramadankareem","palestine","war","israel","gofundme","reelsinstagram","instagram","reels","theoscars","ceasefire","endisraelsgenocide","ceasefirenow🇵🇸","ceasefirenow","plm","palestine🇵🇸","palestina","awards","ghaza","palestinefree","freepalestine","eyeonpalestine","collagecommunity","nominee","awardseason","hollywoodnews","hollywood","artissupportpledge","stopthegenocideingaza🇵🇸","oscar2024",,,,"https://www.instagram.com/p/C4q5-MUKNjb/",,"10","0","2024-03-18T21:18:12.000Z"
"AHRC","AHRCUSA","Gaza","Isreal","Genocide","EthnicCleansing","WarCrimes","WhiteHouse","UnitedNations","CeaseFireNow","Starvation","Palestine","WestBank","ICJ","Rafah","CrimesAgainstHumanity","CrimesAgainstChildren","Immoral","PendingJustice","Elections2024","ramadan",,,,,,,,,,,,,"https://www.instagram.com/p/C4q5-tOx9I5/",,"0","0","2024-03-18T21:18:17.000Z"
"freegaza","liberation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qwn2-i2OO/",,"1","0","2024-03-18T19:56:31.000Z"
"Palestine","Palestine🇵🇸","Palestinians","PalestineUnderAttack","FreePalestine","PalestineWillBeFree","FreePalestine🇵🇸","FreeGaza","Gaza","GazaStrip","Rafah","StandWithPalestine","iStandWithPalestine","EndTheOccupation","CeaseFirenow","PermanentCeasefireNow","NeverAgainIsNow","SaveGaza","SaveGazaChildren","SavePalestine","HumanRights","GazaUnderAttack","GazaUnderFire","SpeakUp","JusticeForPalestine","PalestinianLivesMatter","WorldPeace","Genocide","justiceforall","historyiswatching",,,,"https://www.instagram.com/p/C4quDBqSfmL/",,"0","0","2024-03-18T19:34:01.000Z"
"palestine","palestina","palestine🇵🇸","freepalestine🇵🇸","freepalestine","freepalestina","freegaza","freegaza🇵🇸","gaza","ceasefirenow‼️","ceasefirenow🇵🇸","ceasefireingazanow🇵🇸","ceasefirenow🇵🇸🕊️",,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4q4mejRM2y/",,"0","0","2024-03-18T21:06:14.000Z"
"freepalestine","palestinenews","gazaupdates","occupiedpalestine","palestinianresistance","jerusalemalert","endoccupation","solidaritywithpalestine","palestinianrights","justiceforpalestine","gazaunderattack","westbank","alaqsa","palestinianstruggle","boycottisrael","humanrightspalestine","savegaza","palestinianfreedom","supportpalestine","genocide","stopgenocide","aid","humanitarianaid","starvation","gaza","palestine","gazanews","ceasefire","ceasfirenow","indianmuslim",,,,"https://www.instagram.com/p/C4quL_9r4v7/",,"0","0","2024-03-18T19:35:14.000Z"
"ceasefirenow🇵🇸","ceasefirenow","stopgenocide","freepalestine","freegaza","incrediblehulk","markruffalo","palestine","ceasefire","stopthewar",,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qwpLxLsPQ/",,"0","0","2024-03-18T19:56:42.000Z"
"Palestine","Palestine🇵🇸","Palestinians","PalestineUnderAttack","FreePalestine","PalestineWillBeFree","FreePalestine🇵🇸","FreeGaza","Gaza","GazaStrip","Rafah","StandWithPalestine","iStandWithPalestine","EndTheOccupation","CeaseFirenow","PermanentCeasefireNow","NeverAgainIsNow","SaveGaza","SaveGazaChildren","SavePalestine","HumanRights","GazaUnderAttack","GazaUnderFire","SpeakUp","JusticeForPalestine","PalestinianLivesMatter","WorldPeace","Genocide","JusticeForAll",,,,,"https://www.instagram.com/p/C4quLfYy3UR/",,"0","0","2024-03-18T19:35:53.000Z"
"gaza","gazanation","gazaunderattack","gazacity","gazanslifematter","gazal","gazaunderfire","gazapalestine","gazastrip","gazans","gazapeople","gazagenocide","falestineagency","falestine","freefalestine","freegaza","savegaza","savefalestine","ceasefirenow🇵🇸","explorepage","explore","exploremore",,,,,,,,,,,,"https://www.instagram.com/p/C4qtQlDIJFU/",,"5","0","2024-03-18T19:27:07.000Z"
"SaveGaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qtvd6Okmc/",,"0","0","2024-03-18T19:31:21.000Z"
"palestine","freepalestine","freepalestine🇵🇸","palestinian","gaza","gazaunderattack","gazanation","gazastrip","gazapalestine","palestinewillbefree","savepalestine","palestineupdate","palestinelivesmatter","pakistan","ramadan_nights","ramadankareem","ramadan",,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qtXHqPLOa/",,"-1","0","2024-03-18T19:28:01.000Z"
"explore","explorepage","exploremore","freepalestine","savepalestine🇵🇸","gazaunderattack","freegaza","instagram",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qvpIqslFV/",,"3","2","2024-03-18T19:47:57.000Z"
"thisisagenocide","thisisethnicalcleansing","freepalestine","freegaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qyEusoTJ_/",,"29","2","2024-03-18T20:09:12.000Z"
"غزة_تحت_القصف","غزه","غزة_تقاوم","🇵🇸","gaza","FreeGaza","IsraelTerrorists","IsraelPalestineConflict","أقصانا","فلسطين🇵🇸","طوفان_الاقصى","gazaunderattack","israelunderattack","اسرائيل","إسرائيل","اسرائيل_تحترق","israelGenocide","gazagenocide","hamasisisis","standwithisrael","دعاء_جميل","اكتب_شي_تؤجر_عليه","اكسبلور_فولو","اكسبلور","فولو","فولومي","allah","qoutes","qoutesoftheday",,,,,"https://www.instagram.com/p/C4qwmRwr7lo/",,"686","2","2024-03-18T19:56:18.000Z"
"Palestine","Palestine🇵🇸","Palestinians","PalestineUnderAttack","FreePalestine","PalestineWillBeFree","FreePalestine🇵🇸","FreeGaza","Gaza","GazaStrip","Rafah","StandWithPalestine","iStandWithPalestine","EndTheOccupation","CeaseFirenow","PermanentCeasefireNow","NeverAgainIsNow","SaveGaza","SaveGazaChildren","SavePalestine","HumanRights","Genocide","JusticeForAll","PalestinianChildren","PalestineDeathToll","GazaChildren","IsraeliAttacks","Malnutrition","GazaMalnutrition","Famine",,,,"https://www.instagram.com/p/C4qtKJtSLj1/",,"0","0","2024-03-18T19:26:15.000Z"
"ramadan","ramadankareem","fasting","iftar","desifood","palestine","muslims",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4q552IN67l/",,"0","0","2024-03-18T21:17:37.000Z"
"freepalestine🇵🇸","freegazapalestine🇵🇸","ceasefirenow🇵🇸","stopwar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qs032yhr7/",,"1","0","2024-03-18T19:23:20.000Z"
"savegaza🇵🇸","savegazachildren🇵🇸","gofundme","godundmecampaign","gofundmeplease","gaza_under_attack","freegaza",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qwagXMv7l/",,"1","0","2024-03-18T19:54:42.000Z"
"kuran","ayet","ayetler","quran","tekvirsuresi","tekvir","müslüman","filistin","gazze","freepalestine","freegaza","kuranıkerim","hzmuhammed","hzmuhammedsav",,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qvgIbo82y/",,"0","0","2024-03-18T19:46:43.000Z"
"FreePalestine","SaveGaza","NoMoreZionist","chicago","endthegenocide","endthegenocidenow‼️","ceasefirenow",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4quLuWvYeq/",,"520","0","2024-03-18T19:35:12.000Z"
"Palestine","Palestine🇵🇸","Palestinians","PalestineUnderAttack","FreePalestine","PalestineWillBeFree","FreePalestine🇵🇸","FreeGaza","Gaza","GazaStrip","Rafah","StandWithPalestine","iStandWithPalestine","EndTheOccupation","CeaseFirenow","PermanentCeasefireNow","NeverAgainIsNow","SaveGaza","SaveGazaChildren","SavePalestine","HumanRights","GazaUnderAttack","GazaUnderFire","SpeakUp","JusticeForPalestine","PalestinianLivesMatter","WorldPeace","Genocide","JusticeForAll",,,,,"https://www.instagram.com/p/C4qsZYIy9Eo/",,"0","0","2024-03-18T19:20:12.000Z"
"usman","explore","followme","viralpost","meme","ownthoughts","react","comment4comment","share","happy","freepalestine🇵🇸","viralpic","photooftheday📷",,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qsecLsrZ_/",,"1","0","2024-03-18T19:20:17.000Z"
"freepalestine","freegaza","rafah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4quMDorbPe/",,"-1","0","2024-03-18T19:35:15.000Z"
"LeilaKhaled","palæstina","pflp","fritpalæstina","palestine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4q52pvspy7/",,"3","0","2024-03-18T21:17:11.000Z"
"freepalestine","freegaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qvWKVN6w1/",,"0","0","2024-03-18T19:45:22.000Z"
"palestine","freepalestine","gaza","islam","israel","jerusalem","savepalestine","muslim","syria","palestina","indonesia","palestinian","love","lebanon","alquds","turkey","jordan","westbank","palestinewillbefree","allah","savegaza","alaqsa","iraq","quran","gazaunderattack","bds","boycottisrael","egypt","hijrah","prayforpalestine",,,,"https://www.instagram.com/p/C4qsPs6NrtD/",,"0","0","2024-03-18T19:18:16.000Z"
"instagramphotos","paleatine","freepalestine🇵🇸","gaza","shameonyouisrael","foryoupage","viralpost",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qsyqrtAJ7/",,"2","1","2024-03-18T19:23:02.000Z"
"candles","madewithlove","palestine","staytunde","homedecor","handmade",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4q52Zztk1J/",,"3","1","2024-03-18T21:17:09.000Z"
"Palestine","Palestine🇵🇸","Palestinians","PalestineUnderAttack","FreePalestine","PalestineWillBeFree","FreePalestine🇵🇸","FreeGaza","Gaza","GazaStrip","Rafah","StandWithPalestine","iStandWithPalestine","EndTheOccupation","CeaseFirenow","PermanentCeasefireNow","NeverAgainIsNow","SaveGaza","SaveGazaChildren","SavePalestine","HumanRights","GazaUnderAttack","GazaUnderFire","SpeakUp","JusticeForPalestine","PalestinianLivesMatter","WorldPeace","Genocide","JusticeForAll",,,,,"https://www.instagram.com/p/C4qr93WyKPz/",,"0","0","2024-03-18T19:15:50.000Z"
"boycott","boycotting","freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qr2DMoFTW/",,"7","0","2024-03-18T19:14:46.000Z"
"embroiderydesign","embroidery","embroideryart","homedecor","handembroidery","handmadewithlove","handmade","like","freegaza","تطريز_برازيلي","تطريز","تطريز_يدوي","love","instagood",,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qtRGcssoH/",,"3","0","2024-03-18T19:27:12.000Z"
